Réf. Waytex;Description;CodeBarre;Prix Public H.T;Tarif Rev1;REM;Tarif Rev2;Sorecop;Deee
76404;Cartouche laser compatible pour Brother TN-2220 et 2010 Noir 2600 pages;3700616813007;36,00 €;20,00 €;10;18,00 €;;
76406;Cartouche laser compatible pour Brother TN-230BK Noir 2200 pages;3700616815544;41,20 €;22,90 €;10;20,61 €;;
76407;Cartouche laser compatible pour Brother TN-230C Cyan 1400 pages;3700616815551;41,20 €;22,90 €;10;20,61 €;;
76408;Cartouche laser compatible pour Brother TN-230M Magenta 1400 pages;3700616815568;41,20 €;22,90 €;10;20,61 €;;
76412;Cartouche laser compatible pour Brother TN-3380 Noir 8000 pages;3700616813014;67,50 €;37,50 €;10;33,75 €;;
76420;Cartouche laser compatible pour Hewlett Packard Q2612A Noir 4000 pages;3700616813021;39,60 €;22,00 €;10;19,80 €;;
76421;Cartouche laser compatible pour Hewlett Packard CE505A Noir 2300 pages;3700616813038;50,40 €;28,00 €;10;25,20 €;;
76426;Cartouche laser compatible pour Hewlett Packard CB435A Noir 1500 pages;3700616815582;46,40 €;25,80 €;10;23,22 €;;
76427;Cartouche laser compatible pour Hewlett Packard CB436A Noir 2000 pages;3700616815599;48,60 €;27,00 €;10;24,30 €;;
76429;Cartouche laser compatible pour Hewlett Packard CC530 Noir 3500 pages;3700616815605;71,82 €;39,90 €;10;35,91 €;;
76430;Cartouche laser compatible pour Hewlett Packard CC531 Cyan 2800 pages;3700616815612;71,82 €;39,90 €;10;35,91 €;;
76431;Cartouche laser compatible pour Hewlett Packard CC532 Yellow 2800 pages;3700616815629;71,82 €;39,90 €;10;35,91 €;;
77185;Horloge de bureau;5410329399566;7,36 €;4,90 €;20;3,92 €;;0,08 €
77202;Calculatrice de bureau 12 chiffres Solaire et pile Texet Blister;5012236017719;8,28 €;4,90 €;10;4,41 €;;0,02 €
77230;Calculatrice de bureau 8 chiffres 120x72x25mm Rebell ECO10;8595179504098;5,50 €;3,20 €;10;2,88 €;;0,02 €
77231;Calculatrice de bureau 8 chiffres 143x102x29mm Rebell ECO310;8595179504104;6,65 €;4,90 €;10;4,41 €;;0,02 €
77233;Calculatrice de bureau 10 chiffres 153x130x35mm Rebell ERGO10;8595179503053;11,20 €;7,90 €;10;7,11 €;;0,02 €
77234A;Calculatrice de poche 8 chiffres solaire/pile Rebell Starlet argent;8595179504371;3,95 €;2,95 €;10;2,66 €;;0,02 €
77234N;Calculatrice de poche 8 chiffres solaire/pile Rebell Starlet noire;8595179504852;3,95 €;2,95 €;10;2,66 €;;0,02 €
77234V;Calculatrice de poche 8 chiffres solaire/pile Rebell Starlet verte;8595179504791;3,95 €;2,95 €;10;2,66 €;;0,02 €
77242;Adaptateur secteur pour LP8 réf. 77241;3700616807709;5,70 €;4,00 €;10;3,60 €;;0,08 €
77243;Calculatrice de bureau avec imprimante Casio HR-200TEC;4971850174905;49,00 €;29,00 €;10;26,10 €;;0,08 €
77270;Calculatrice de bureau CASIO 8 - MS80VER;4971850090403;12,25 €;9,40 €;10;8,46 €;;0,02 €
77271;Calculatrice de poche grand ecran avec rabat CASIO HL820VER;4971850188711;5,50 €;3,50 €;10;3,15 €;;0,02 €
77290;Cisaille métal A4 pour 8 feuilles WAYTEX;3700616819641;36,00 €;16,00 €;10;14,40 €;;
77300;Destructeur de documents coupe droite 10 litres Waytex;3700616802650;19,95 €;14,00 €;10;12,60 €;;0,42 €
77302;Destructeur de documents coupe droite 10 litres Texet;5012236031708;19,95 €;14,00 €;10;12,60 €;;0,42 €
77302V;Destructeur de documents coupe droite 10 litres Texet;3700616813779;19,95 €;14,00 €;;14,00 €;;0,42 €
77303;Destructeur de documents coupe croisée 12 litres Texet;5012236031722;37,00 €;25,00 €;10;22,50 €;;0,42 €
77303V;Destructeur de documents coupe croisée 12 litres Texet;3700616813786;37,00 €;24,95 €;;24,95 €;;0,42 €
77304;Destructeur de documents coupe croisée 14 litres Texet;5012236026933;41,41 €;29,00 €;10;26,10 €;;0,42 €
77304V;Destructeur de documents coupe croisée 14 litres Texet;3700616813793;41,41 €;29,00 €;;29,00 €;;0,42 €
77305;Destructeur de documents coupe croisée 16 litres Texet;5012236033726;51,30 €;36,00 €;10;32,40 €;;0,42 €
77305V;Destructeur de documents coupe croisée 16 litres Texet;3700616813809;51,30 €;36,00 €;;36,00 €;;0,42 €
77306;Destructeur de documents coupe croisée 21 litres Texet;5012236025264;65,50 €;46,00 €;10;41,40 €;;0,42 €
77306V;Destructeur de documents coupe croisée 21 litres Texet;3700616813816;65,50 €;46,00 €;;46,00 €;;0,42 €
77308;Destructeur de documents coupe croisée  bac amovible 14 litres ;4043512800412;65,50 €;54,00 €;10;48,60 €;;0,42 €
77309;Huile Lubrifiante pour Destructeur de Documents Flacon 240ml;5012236502574;9,80 €;5,50 €;10;4,95 €;;
77311;Destructeur de documents coupe croisée 21 litres ;4043512796609;82,90 €;58,00 €;10;52,20 €;;0,42 €
77313;Destructeur documents coupe croisée 21 litres chargeur automatique 50 feuilles ;4043512800511;122,00 €;84,00 €;10;75,60 €;;0,42 €
77314;Destructeur de documents et cartes bleue coupe droite 8 litres Texet;5012236503298;19,95 €;12,90 €;10;11,61 €;;0,42 €
77315;Destructeur de documents 5 feuilles coupe droite 10 litres Waytex;3700616819627;19,95 €;14,00 €;10;12,60 €;;0,42 €
77316;Destructeur de documents coupe croisée  6 feuilles bac 12 litres WAYTEX;3700616819665;50,00 €;24,95 €;10;22,46 €;;0,42 €
77317;Destructeur de documents coupe croisée  8 feuilles bac 15 litres WAYTEX;3700616819672;65,00 €;28,00 €;10;25,20 €;;0,42 €
77319;Huile Lubrifiante pour Destructeur de Documents Flacon 240ml WAYTEX;3700616819634;11,00 €;5,50 €;10;4,95 €;;
77400;Dérouleur Support pour rouleau adhésif d'emballage;5410329405687;5,80 €;3,20 €;10;2,88 €;;
77403;Câble antivol pour bicyclette;5410329367008;3,30 €;2,20 €;10;1,98 €;;
77404;Cadenas laminé 45mm;5410329345839;4,10 €;3,10 €;10;2,79 €;;
77405;Ruban isolant / étanche à auto-fusionnement 10m;5410329359386;9,95 €;6,80 €;10;6,12 €;;
77406;Bande ultra adhésive toilée étanche noire 48mm x 10m;5410329346508;4,14 €;2,95 €;10;2,66 €;;
77407;Ruban adhésif isolant 19mm x 10m assortiment de 10;5411512100068;9,80 €;6,60 €;10;5,94 €;;
77409;Ruban adhésif isolant 100mm x 10m noire;5411512114225;5,95 €;4,10 €;10;3,69 €;;
77410;Ruban adhésif masquant 30mm x 50m;5410329405410;3,26 €;2,28 €;10;2,05 €;;
77412;Ruban adhésif masquant 50mm x 50m;5410329405427;7,50 €;4,95 €;10;4,46 €;;
77451;Agrafes Arrow type T50 pack de 600 pcs pour 77450;5410329684761;;3,00 €;;3,00 €;;
77501;Armoire à clés - capacité 20 clés;5410329342319;15,80 €;9,90 €;10;8,91 €;;
77502;Armoire à clés - capacité 48 clés;5410329342326;28,00 €;19,00 €;10;17,10 €;;
77505;Armoire à clés - capacité 48 clés livrée avec 48 porte clés étiquette ;5012236032279;25,50 €;13,90 €;10;12,51 €;;
77508;Porte-clés noir anneaux 18mm pack de 10;4003801731605;1,66 €;0,80 €;10;0,72 €;;
77509;Porte-clés assorties anneaux 18mm pack de 100;4003801041407;11,70 €;6,80 €;10;6,12 €;;
77510;Caissette à monnaie 4 compartiments 152x115x80mm noire;4003801787275;9,75 €;6,50 €;10;5,85 €;;
77511;Caissette à monnaie 6 compartiments 152x115x80mm noire;5012236032255;9,75 €;5,50 €;10;4,95 €;;
77520;Voir 77521--caissette à monnaie 5 compartiments 200x160x90mm bleue;4003801730769;10,80 €;7,20 €;;7,20 €;;
77521;Caissette à monnaie 6 compartiments 200x160x90mm bleue;5012236032262;10,80 €;7,20 €;10;6,48 €;;
77530;Voir 77531---caissette à monnaie 5 compartiments 250x180x90mm rouge;4003801787336;14,25 €;9,50 €;;9,50 €;;
77531;Caissette à monnaie 6 compartiments 250x180x90mm rouge;5012236032248;14,25 €;9,00 €;10;8,10 €;;
77540;Caissette à monnaie 5 compartiments 300x240x90mm noire;4003801787367;18,00 €;12,00 €;10;10,80 €;;
77550;Caissette à monnaie et billets 300x240x90mm grise;4003801794563;41,60 €;32,00 €;10;28,80 €;;
77555;Support métal pour caisse monnaie et billets 270x255x65mm noir;4003801039237;41,60 €;28,00 €;5;26,60 €;;
77556;Support plastique pour caisse monnaie capacité 125.75€ en pièces;4003801727806;18,00 €;10,00 €;5;9,50 €;;
78101;"Siège bureau Mesh avec accoudoirs ""HYGIE""";3700616802681;63,00 €;35,00 €;10;31,50 €;;0,50 €
78101S;"Siège bureau Mesh sans accoudoirs ""HYGIE""";3700616819061;63,00 €;35,00 €;10;31,50 €;;
78102;"Fauteuil de bureau pied chrome ""VARUNA""";3700616802698;93,60 €;52,00 €;10;46,80 €;;0,50 €
78104;"Siège bureau Mesh avec accoudoirs ""URANUS""";3700616803589;79,20 €;44,00 €;10;39,60 €;;0,50 €
78105;"Fauteuil de bureau pied chrome ""JUPITER""";3700616803572;136,80 €;76,00 €;10;68,40 €;;0,50 €
78106;"Fauteuil de bureau double confort pied chrome ""NEPTUNE""";3700616804111;154,80 €;86,00 €;10;77,40 €;;0,50 €
78107;"Fauteuil de bureau pied chrome ""ARGOS""";3700616814004;91,80 €;51,00 €;10;45,90 €;;0,50 €
78112;"Fauteuil de bureau pied chrome ""CENTAURE""";3700616804685;153,00 €;85,00 €;10;76,50 €;;0,50 €
78113;"Fauteuil de bureau  ""ORION""";3700616804692;122,40 €;68,00 €;10;61,20 €;;0,50 €
78114;"Fauteuil de bureau ""IXION""";3700616805682;192,60 €;107,00 €;10;96,30 €;;0,50 €
78115;"Fauteuil de bureau ""VESTA""";3700616805699;192,60 €;107,00 €;10;96,30 €;;0,50 €
78116;"Fauteuil de bureau ""TITAN""";3700616811959;136,80 €;76,00 €;10;68,40 €;;0,50 €
78116C1;"Fauteuil de bureau ""ARCAN""";3700616815445;122,40 €;68,00 €;10;61,20 €;;0,50 €
78117;"Fauteuil de bureau ""JANUS""";3700616811966;161,10 €;89,50 €;10;80,55 €;;0,50 €
78118;"Fauteuil de bureau ""SINOPE""";3700616811973;198,00 €;110,00 €;10;99,00 €;;0,50 €
78119;"Fauteuil de bureau ""ERIS""";3700616814042;153,00 €;85,00 €;10;76,50 €;;0,50 €
78120;Siège tissu noir démonté;3700616804708;28,31 €;14,90 €;5;14,16 €;;0,21 €
78120U;Siège tissu noir monté;3700616805859;32,30 €;17,00 €;5;16,15 €;;0,21 €
78121;Siège tissu gris démonté;3700616804715;28,31 €;14,90 €;5;14,16 €;;0,21 €
78121U;Siège tissu gris monté;3700616805866;32,30 €;17,00 €;5;16,15 €;;0,21 €
78122;Siege de réception noir pied tube chrome;3700616816848;88,20 €;49,00 €;10;44,10 €;;0,21 €
78123;Siege visiteur noir pied chrome;3700616816916;75,60 €;42,00 €;10;37,80 €;;0,21 €
78125;"Fauteuil de bureau noir pied chrome ""ORCUS""";3700616814899;151,20 €;84,00 €;10;75,60 €;;0,50 €
78126;"Fauteuil de bureau ""CHARON""";3700616818682;124,20 €;69,00 €;10;62,10 €;;0,50 €
78128;"Fauteuil de bureau ""GAMMA""";3700616815049;99,00 €;55,00 €;10;49,50 €;;0,50 €
78129;"Fauteuil de bureau ""ANETIS""";3700616815056;147,60 €;82,00 €;10;73,80 €;;0,50 €
78130;Fauteuil de bureau baquet RACING noir et bleu;3700616814905;198,00 €;110,00 €;10;99,00 €;;0,50 €
78131;Fauteuil de bureau baquet RACING noir et blanc;3700616814912;198,00 €;110,00 €;10;99,00 €;;0,50 €
78132;Fauteuil de bureau baquet RACING noir et rouge;3700616814929;198,00 €;110,00 €;10;99,00 €;;0,50 €
78133;Fauteuil de bureau baquet RACING noir et jaune;3700616814936;198,00 €;110,00 €;10;99,00 €;;0,50 €
78134;Fauteuil de bureau baquet Junior noir et rouge;3700616817456;53,82 €;29,90 €;10;26,91 €;;0,50 €
78135;"Fauteuil de bureau ""SEDNA""";3700616814943;108,00 €;60,00 €;10;54,00 €;;0,50 €
78136;"Fauteuil de bureau ""HAUMEA""";3700616814950;178,20 €;99,00 €;10;89,10 €;;0,50 €
78137;"Fauteuil de bureau ""ALBALI""";3700616816817;100,80 €;56,00 €;10;50,40 €;;0,50 €
78138;Fauteuil de bureau baquet RACING noir et rouge SP;3700616818699;199,75 €;110,00 €;10;99,00 €;;0,50 €
78140;"Fauteuil de bureau ""CETI""";3700616815063;207,00 €;115,00 €;10;103,50 €;;0,50 €
78141;"Fauteuil de bureau ""VIRGINIS""";3700616815070;205,20 €;114,00 €;10;102,60 €;;0,50 €
78142;"Fauteuil de bureau ""AQUARI""";3700616815087;250,20 €;139,00 €;10;125,10 €;;0,50 €
78143;"Fauteuil de bureau noir ""TAURI""";3700616815094;288,00 €;160,00 €;10;144,00 €;;0,50 €
78144;"Fauteuil de bureau blanc ""TAURI""";3700616815100;288,00 €;160,00 €;10;144,00 €;;0,50 €
78145;"Fauteuil de bureau cuir ""PICTORIS""";3700616815117;498,42 €;276,90 €;10;249,21 €;;0,50 €
78146;"Fauteuil de bureau ""ALDERAAN""";3700616816855;119,70 €;66,50 €;10;59,85 €;;0,50 €
78146C;"Fauteuil de bureau ""ALDERAAN""  avec accoudoirs  et appui tete";3700616819269;143,10 €;79,50 €;10;71,55 €;;0,50 €
78147;"Fauteuil de bureau ""KUIPER""";3700616818705;129,60 €;72,00 €;10;64,80 €;;0,50 €
78148;"Fauteuil de Bureau ""CALLISTO""";3700616818736;296,28 €;164,60 €;10;148,14 €;;0,50 €
78149;"Fauteuil de Bureau ""DELPHINI""";3700616818798;136,80 €;76,00 €;10;68,40 €;;0,50 €
78150;Roulette universelle pour fauteuil couleur noir 11/50mm;3700616813724;2,70 €;1,50 €;10;1,35 €;;
78151;Roulette universelle sols durs pour fauteuil couleur noir/blanc 11/50mm;3700616813731;2,88 €;1,60 €;10;1,44 €;;
78152;Roulette universelle grand diamètre pour fauteuil couleur noir 11/60mm;3700616816862;3,42 €;1,90 €;10;1,71 €;;
78153;Jeu de 5 roulettes universelles pour fauteuil couleur noir 11/50mm;3700616816824;7,20 €;4,00 €;10;3,60 €;;
78154;Jeu de 5 roulettes universel sols durs  pour fauteuil couleur noir/blanc 11/50mm;3700616816831;8,10 €;4,50 €;10;4,05 €;;
78155;Vérin pneumatique noir 100mm pour fauteuil;3700616813748;9,90 €;5,50 €;10;4,95 €;;
78156;Vérin pneumatique chrome 100mm pour fauteuil;3700616813755;11,70 €;6,50 €;10;5,85 €;;
78157;Vérin pneumatique chrome 80mm pour fauteuil;3700616815421;11,70 €;6,50 €;10;5,85 €;;
78158;Vérin pneumatique chrome 240mm pour fauteuil;3700616819313;14,40 €;8,00 €;10;7,20 €;;
78159;Vérin pneumatique noir 120mm pour fauteuil;3700616819320;9,90 €;5,50 €;10;4,95 €;;
78160;Coussin lombaire pour siège, fauteuil avec sangle;4711234103769;25,20 €;14,00 €;10;12,60 €;;
78161;"Fauteuil de bureau ""LUPI""";3700616818828;93,10 €;49,00 €;5;46,55 €;;0,50 €
78162;"Fauteuil de bureau ""KEPLER""";3700616818835;208,80 €;116,00 €;10;104,40 €;;0,50 €
78163;"Fauteuil de bureau ""LEONIS""";3700616818842;284,40 €;155,00 €;10;139,50 €;;0,50 €
78164;"Fauteuil de bureau ""KAPPA""";3700616818859;298,80 €;166,00 €;10;149,40 €;;0,50 €
78165;"Fauteuil de bureau ""MIRIAL """;3700616819696;259,20 €;144,00 €;10;129,60 €;;0,50 €
78170;Mécanisme basculant centré pour fauteuil;3700616816879;20,40 €;12,00 €;10;10,80 €;;
78171;Mécanisme basculant synchrone multipositions;3700616816886;37,40 €;22,00 €;10;19,80 €;;
78172;Mécanisme basculant décentré pour fauteuil;3700616817609;34,00 €;20,00 €;10;18,00 €;;
78175;"Jeu d'accoudoirs pour fauteuil  ""Alderaan""";3700616816893;18,00 €;10,00 €;10;9,00 €;;
78176;"Appui tête pour fauteuil ""Alderaan""";3700616816909;18,00 €;10,00 €;10;9,00 €;;
78177;"Jeu d'accoudoirs manchette  Soft Touch pour fauteuil  ""Lupi"" pour 78161";3700616818866;18,00 €;11,00 €;10;9,00 €;;
78180;Pied fauteuil 5 branches Nylon noir 280mm;3700616817616;14,40 €;8,00 €;10;7,20 €;;
78181;Pied fauteuil 5 branches métal chromé 320mm;3700616817623;19,80 €;11,00 €;10;9,90 €;;
78182;Pied fauteuil 5 branches métal chromé 350mm;3700616817630;19,80 €;11,00 €;10;9,90 €;;
78183;Pied fauteuil 5 branches repose pieds nylon couleur chrome 350mm;3700616817647;21,60 €;12,00 €;10;10,80 €;;
78184;Pied fauteuil 5 branches Nylon noir 300mm;3700616819276;16,20 €;9,00 €;10;8,10 €;;
78186;Repose pied diam 450mm Chrome;3700616819283;23,40 €;13,00 €;10;11,70 €;;
78187;Pied fixe pour pied fauteuil;3700616819290;7,20 €;4,00 €;10;3,60 €;;
78188;Jeu de 5 roulettes universelles pour fauteuil couleur noir 11/60mm;3700616819306;10,80 €;6,00 €;10;5,40 €;;
78189;Kit transformation siege assis-debout;3700616819337;39,60 €;22,00 €;10;19,80 €;;
78192;"Siege Technique assis debout ""ALAMAC""";3700616818873;90,00 €;50,00 €;10;45,00 €;;0,50 €
78193;"Siege Technique assis debout ""ATIK""";3700616818880;133,20 €;74,00 €;10;66,60 €;;0,50 €
78194;"Siege Technique assis debout ""ALYA""--attente";;111,60 €;62,00 €;10;55,80 €;;
78195;"Fauteuil de bureau ""ELARA"" noir";3700616818743;198,00 €;110,00 €;10;99,00 €;;0,50 €
78196;"Fauteuil de bureau ""ELARA"" blanc";3700616818750;198,00 €;110,00 €;10;99,00 €;;0,50 €
78197;"Fauteuil de Bureau ""MAJORIS"" noir";3700616818804;234,00 €;130,00 €;10;117,00 €;;0,50 €
78198;"Fauteuil de Bureau ""MAJORIS"" blanc";3700616818811;234,00 €;130,00 €;10;117,00 €;;0,50 €
78199;"Siege Technique assis debout ""ALFA""";37006168189030;115,20 €;64,00 €;10;57,60 €;;0,50 €
78199AC;"Jeu de 2 accoudoirs pour siège ""ALFA""";3700616819344;18,00 €;10,00 €;10;9,00 €;;
78201;Perforelieur A4 pro manuel perfore 12 feuilles relie 450 feuilles Texet;5012236000346;49,50 €;39,00 €;10;35,10 €;;
782011V;Perforelieur A4 / A5 + Kit pour 100 reliures;3700616813847;58,00 €;46,00 €;;46,00 €;;
78202;Perforelieur A4 manuel perfore 8 feuilles relie 115 feuilles Monolith;4043512796500;45,00 €;30,00 €;10;27,00 €;;
78210;Plastifieuse A4, A5, A6, A7 jusqu'à 2 x 80 mic Texet;5012236024281;26,00 €;17,00 €;10;15,30 €;;0,42 €
78210V;Plastifieuse A4, A5, A6, A7 jusqu'à 2 x 80 mic Texet;3700616813823;26,00 €;18,00 €;;18,00 €;;0,42 €
78211;Plastifieuse A3, A4, A5, A6, A7 jusqu'à 2 x 125 mic Texet;5012236024403;35,70 €;24,00 €;10;21,60 €;;0,42 €
78211V;Plastifieuse A3, A4, A5, A6, A7 jusqu'à 2 x 125 mic Texet;3700616813830;35,70 €;25,00 €;;25,00 €;;0,42 €
78212;Plastifieuse pre-chauffage rapide A4, A5, A6, A7 jusqu'à 2 x 125 mic;4043512797934;35,70 €;25,00 €;;25,00 €;;0,17 €
78213;Plastifieuse Pro haute vitesse pre-chauffe rapide A3, A4, A5, A6, A7 ;4043512796883;128,00 €;92,00 €;5;87,40 €;;0,42 €
78214;Plastifieuse Pro A4, A5, A6, A7 jusqu'à 2 x 125 mic Texet ;5012236502611;34,00 €;20,00 €;10;18,00 €;;0,42 €
78215;Plastifieuse pre-chauffage rapide A4, A5, A6, A7 jusqu'à 2 x 125 mic;4043512798023;35,70 €;25,00 €;10;22,50 €;;0,42 €
78217;Plastifieuse Pro haute vitesse pre-chauffe rapide A3, A4, A5, A6, A7 WAYTEX;3700616819689;84,42 €;42,00 €;10;37,80 €;;0,42 €
78220;Feuilles de plastification A4 75 microns par face, 150µ total, boîte de 25pcs ;5012236017580;4,15 €;1,98 €;10;1,78 €;;
78221;Feuilles de plastification A4 75 microns par face, 150µ total, boîte de 100 ;5012236017597;8,30 €;4,90 €;10;4,41 €;;
78221A;Feuilles de plastification A4 75 microns par face, 150µ total, boîte de 100 ;;8,30 €;4,90 €;10;4,41 €;;
78222;Feuilles de plastification A4 125 microns par face, 250µ total, boîte de 100;5012236029811;13,50 €;8,20 €;10;7,38 €;;
78223;Feuilles de plastification A5 75 microns par face, 150µ total, boîte de 25;5012236021051;2,91 €;1,60 €;10;1,44 €;;
78224;Feuilles de plastification A6 75 microns par face, 150µ total, boîte de 25;5012236021075;2,91 €;1,40 €;10;1,26 €;;
78225;Feuilles de plastification 10xA4-10xA5-10xA6-20xcarte de visite 75µ boîte de 50;5012236025141;4,98 €;2,60 €;10;2,34 €;;
78226;Feuilles de plastification A3 125 microns par face, 250µ total, boîte de 25;5012236018648;8,55 €;5,50 €;10;4,95 €;;
78227;Feuilles de plastification A3 125 microns par face, 250µ total, boîte de 100;5012236029798;26,35 €;18,50 €;10;16,65 €;;
78228;Feuilles de plastification A3 75 microns par face, 150µ total, boîte de 25;5012236003507;5,70 €;3,70 €;10;3,33 €;;
78229;Feuilles de plastification A3 75 microns par face, 150µ total, boîte de 100;5012236033405;16,40 €;11,00 €;10;9,90 €;;
78231;Pochette à plastifier à froid 164 x 114mm pour photo ... lot de 5, Texet;5012236025165;4,00 €;2,50 €;15;2,13 €;;
78236;Chemise Pochette perforée A3 ouverture haut, épais 7.5/100, sachet de 10, Texet;5012236032064;1,37 €;0,98 €;10;0,88 €;;
78239;Pochettes à rabat avec fermeture, PVC transparent;3700616813670;5,25 €;0,30 €;10;0,27 €;;
78240;Couverture PVC 200mic translucide A4 216x303mm paquet de 100 ;5012236031005;7,50 €;4,65 €;10;4,19 €;;
78241B;Couverture PVC 200mic transparent bleu A4 216x303mm paquet de 100 ;5012236031029;7,00 €;4,20 €;5;3,99 €;;
78241R;Couverture PVC 200mic transparent rouge A4 216x303mm paquet de 100 ;5012236031043;7,00 €;4,20 €;5;3,99 €;;
78242;Couverture reliure grain cuir noir 230gsm A4 216x303mm paquet de 100;5012236031203;5,90 €;3,50 €;10;3,15 €;;
78243;Couverture reliure grain cuir blanc 230gsm A4 216x303mm paquet de 100;5012236031104;5,90 €;3,50 €;10;3,15 €;;
78244;Couverture reliure grain cuir ivoire 230gsm A4 216x303mm paquet de 100;3700616814080;5,90 €;3,50 €;10;3,15 €;;
78245;vide;;3,20 €;1,55 €;;1,55 €;;
78245B;Anneaux de reliure plastique A4 bleu 6mm boîte de 100;5012236030466;2,90 €;1,55 €;10;1,40 €;;
78245BL;Anneaux de reliure plastique A4 blanc 6mm boîte de 100;5012236030404;3,10 €;1,55 €;10;1,40 €;;
78245J;Anneaux de reliure plastique A4 jaune 6mm boîte de 100;5012236030503;2,90 €;1,55 €;10;1,40 €;;
78245N;Anneaux de reliure plastique A4 noir 6mm boîte de 100;5012236030428;3,20 €;1,55 €;10;1,40 €;;
78245R;Anneaux de reliure plastique A4 rouge 6mm boîte de 100;5012236030442;2,90 €;1,55 €;10;1,40 €;;
78245V;Anneaux de reliure plastique A4 vert 6mm boîte de 100;5012236030480;2,90 €;1,55 €;10;1,40 €;;
78246;vide;;4,20 €;1,70 €;10;1,53 €;;
78246B;Anneaux de reliure plastique A4 bleu 8mm boîte de 100;5012236033825;3,90 €;1,90 €;10;1,71 €;;
78246BL;Anneaux de reliure plastique A4 blanc 8mm boîte de 100;5012236033542;4,20 €;1,90 €;10;1,71 €;;
78246J;Anneaux de reliure plastique A4 jaune 8mm boîte de 100;5012236033863;3,90 €;1,90 €;10;1,71 €;;
78246N;Anneaux de reliure plastique A4 noir 8mm boîte de 100;5012236033566;4,20 €;1,90 €;10;1,71 €;;
78246R;Anneaux de reliure plastique A4 rouge 8mm boîte de 100;5012236023628;3,90 €;1,90 €;10;1,71 €;;
78246V;Anneaux de reliure plastique A4 vert 8mm boîte de 100;5012236033849;3,90 €;1,90 €;10;1,71 €;;
78247;vide;;4,90 €;2,20 €;;2,20 €;;
78247B;Anneaux de reliure plastique A4 bleu 10mm boîte de 100;5012236030589;4,50 €;2,20 €;10;1,98 €;;
78247BL;Anneaux de reliure plastique A4 blanc 10mm boîte de 100;5012236030527;4,90 €;2,20 €;10;1,98 €;;
78247J;Anneaux de reliure plastique A4 jaune 10mm boite de 100;5012236030626;4,50 €;2,20 €;10;1,98 €;;
78247N;Anneaux de reliure plastique A4 noir 10mm boîte de 100;5012236030541;4,90 €;2,20 €;10;1,98 €;;
78247R;Anneaux de reliure plastique A4 rouge 10mm boîte de 100;5012236030565;4,50 €;2,20 €;10;1,98 €;;
78247V;Anneaux de reliure plastique A4 vert 10mm boîte de 100;5012236030602;4,50 €;2,20 €;10;1,98 €;;
78248BL;Anneaux de reliure plastique A4 blanc 14mm boîte de 100;5012236030640;7,20 €;3,60 €;10;3,24 €;;
78248N;Anneaux de reliure plastique A4 noir 14mm boîte de 100;5012236030664;7,20 €;3,60 €;10;3,24 €;;
78249BL;Anneaux de reliure plastique A4 blanc 20mm boîte de 100;5012236030763;9,60 €;5,30 €;10;4,77 €;;
78249N;Anneaux de reliure plastique A4 noir 20mm boîte de 100;5012236030787;9,60 €;5,30 €;10;4,77 €;;
78250;Rogneuse personnelle 3 feuilles Texet;5012236033764;8,28 €;4,50 €;10;4,05 €;;
78251;Rogneuse A4 5 feuilles Texet;5012236025325;13,50 €;8,00 €;10;7,20 €;;
78256;Rogneuse A4 5 feuilles avec 9 lames;4043512796838;27,00 €;17,00 €;10;15,30 €;;
78258;Cisaille et rogneuse 2 en 1 capacité 10 feuilles;4043512796623;39,00 €;28,00 €;10;25,20 €;;
78259;Relieuse thermique 150 feuilles;3700616814479;40,00 €;28,00 €;10;25,20 €;;
78260BL;Anneaux de reliure plastique A4 blanc 32mm boîte de 50;5012236030886;9,95 €;6,70 €;10;6,03 €;;
78260N;Anneaux de reliure plastique A4 noir 32mm boîte de 50;5012236030909;9,95 €;6,70 €;10;6,03 €;;
78265;Cisaille securit capacité 10 feuilles Monolith;4043512800399;35,00 €;23,00 €;10;20,70 €;;
78270;Feuilles de plastification A4 75 microns par face, 150µ total, boîte de 50 ;3700616819016;4,80 €;2,40 €;5;2,28 €;;
78271;Feuilles de plastification A4 75 microns par face, 150µ total, boîte de 100 ;3700616814059;8,30 €;4,15 €;5;3,94 €;;
78272;Feuilles de plastification A4 125 microns par face, 250µ total, boîte de 100;3700616814066;13,40 €;6,70 €;5;6,37 €;;
78273;Feuilles de plastification A4 75 microns par face, 150µ total, boîte de 100 ;3700616819030;8,30 €;4,20 €;5;3,99 €;;
78274;Feuilles de plastification A4 125 microns par face, 250µ total, boîte de 50;3700616819023;7,60 €;3,80 €;5;3,61 €;;
78275;Feuilles de plastification A4 125 microns par face, 250µ total, boîte de 100;3700616819047;24,00 €;12,00 €;5;11,40 €;;
78276;Feuilles de plastification A3 75 microns par face, 150µ total, boîte de 100;3700616819054;17,40 €;8,70 €;5;8,27 €;;
78280;Couverture PVC 200mic translucide A4 216x303mm paquet de 100 ;3700616814073;7,50 €;4,50 €;10;4,05 €;;
78500;Tapis anti poussière pro gris anthracite PP 0.40 x 0.60m;4260061894840;18,05 €;9,50 €;5;9,03 €;;
78501;Tapis anti poussière pro gris anthracite PP 0.60 x 0.90m;4260061894765;36,10 €;19,00 €;5;18,05 €;;
78502;Tapis anti poussière pro gris anthracite PP 0.90 x 1.20m;4260061894789;66,50 €;35,00 €;5;33,25 €;;
78551;Tapis protège sol 0.75 x 1.20m;4024591008975;34,20 €;18,00 €;5;17,10 €;;
