ProductId;ReferenceNo;EAN;Manufacturer;Price_B2B_Regular;Price_B2B_Discounted;Price_B2B_DiscountPercent;Price_B2B_DiscountAmount;Price_B2C_exclVAT;Price_B2C_inclVAT;Price_B2C_VATRate;Price_B2C_VATCountry;Price_B2X_Currency;Stock;StockNextDelivery;StockNextDeliveryAccessVolume;WarrantyCode;EOL;Promotion;NonReturnable;RemainingStock;ImagePrimary;ImageAdditional;ProductLink;GrossWeight;NetWeight;RelatedProducts;AccessoryProducts;Description_1031_German;CategoryName_1031_German;CategoryPath_1031_German;WarrantyDescription_1031_German;Description_1033_English;CategoryName_1033_English;CategoryPath_1033_English;WarrantyDescription_1033_English;Description_1036_French;CategoryName_1036_French;CategoryPath_1036_French;WarrantyDescription_1036_French;Description_1043_Dutch;CategoryName_1043_Dutch;CategoryPath_1043_Dutch;WarrantyDescription_1043_Dutch;ProductDisplayType;LicenseTypeCode;LicenseTypeDescription
6482283;6VC-01523;;Microsoft;9,5;9,5;0;0;10,89;13,07;20;FR;EUR;100;;0;;0;0;0;0;;;;0;;;;MS OVS Win RDS D-CAL Lic/SA ADD 1Y [F];Anwendungen;Software|Anwendungen;;MS OVS Win RDS D-CAL Lic/SA ADD 1Y [F];Applications;Software|Applications;;MS OVS Win RDS D-CAL Lic/SA ADD 1Y [F];Applications;Logiciels|Applications;;MS OVS Win RDS D-CAL Lic/SA ADD 1Y [F];toepassingen;Software|toepassingen;;RegularProduct;MSOV;Microsoft Open Value
7001489;F8AA0B4E;;Microsoft;1,6;1,6;0;0;1,86;2,23;20;FR;EUR;100;;0;;0;0;0;0;;;;0;;;;TERRA CLOUD CSP O365 ATP P2 f fac EDU [M];CLOUD_SAAS;CLOUD|CLOUD_SAAS;;TERRA CLOUD CSP O365 ATP P2 f fac EDU [M];CLOUD_SAAS;CLOUD|CLOUD_SAAS;;TERRA CLOUD CSP O365 ATP P2 f fac EDU [M];CLOUD_SAAS;CLOUD|CLOUD_SAAS;;TERRA CLOUD CSP O365 ATP P2 f fac EDU [M];CLOUD_SAAS;CLOUD|CLOUD_SAAS;;Info;CSP;Microsoft Cloud Solution Provider
2190456;MZ7LH240HAHQ-00005;4260580370917;Samsung;79,9;79,9;0;0;0;0;20;FR;EUR;100;;0;G36;0;0;0;0;;;;0,2;;;;SSD 2.5" 240GB Samsung PM883  SATA 3 Ent. OEM;Festplatten & SSD;HDD SSD DVD STR|Festplatten & SSD;Bring-In-Service 36 Mon.;SSD 2.5" 240GB Samsung PM883  SATA 3 Ent. OEM;Hard Drives;HDD SSD DVD STR|Hard Drives;36 Months Warranty (Bring-in);SSD 2.5" 240GB Samsung PM883  SATA 3 Ent. OEM;Disques durs et SSD;DD SSD DVD STR|Disques durs et SSD;36 mois garantie retour atelier;SSD 2.5" 240GB Samsung PM883  SATA 3 Ent. OEM;Harddisk & SSD;HDD SSD DVD STR|Harddisk & SSD;36 Maanden garantie (bring in);RegularProduct;;
2470150;HDWD120EZSTA;4051528202687;Toshiba;50,9;50,9;0;0;0;0;20;FR;EUR;100;;0;G24;0;0;0;0;;;;0;;;;Toshiba HD3.5" SATA3 2TB P300 High Perform Ret.;Festplatten & SSD;HDD SSD DVD STR|Festplatten & SSD;Bring-In-Service 24 Mon.;Toshiba HD3.5" SATA3 2TB P300 High Perform Ret.;Hard Drives;HDD SSD DVD STR|Hard Drives;24 Months Warranty (Bring-in);Toshiba HD3.5" SATA3 2TB P300 High Perform Ret.;Disques durs et SSD;DD SSD DVD STR|Disques durs et SSD;24 mois garantie retour atelier;Toshiba HD3.5" SATA3 2TB P300 High Perform Ret.;Harddisk & SSD;HDD SSD DVD STR|Harddisk & SSD;24 Maanden garantie (bring in);RegularProduct;;
6482063;3YF-00174;;Microsoft;501,5;501,5;0;0;598,13;717,76;20;FR;EUR;100;;0;;0;0;0;0;;;;0;;;;MS OVL Office MAC Std Lic/SA ADD 1Y3Y [NL];Anwendungen;Software|Anwendungen;;MS OVL Office MAC Std Lic/SA ADD 1Y3Y [NL];Applications;Software|Applications;;MS OVL Office MAC Std Lic/SA ADD 1Y3Y [NL];Applications;Logiciels|Applications;;MS OVL Office MAC Std Lic/SA ADD 1Y3Y [NL];toepassingen;Software|toepassingen;;RegularProduct;MSOV;Microsoft Open Value
5310646;CF410A;0888793807507;Hewlett Packard;62,18;62,18;0;0;0;0;20;FR;EUR;12;2020-01-27;100;G06;0;0;0;0;;;;0,92;;;;Toner HP Color Laser M452dn/nw/M477dw black CF410A;Verbrauchsmaterial;Verbrauchsmaterial;6 Monate Garantie (Bring-in);Toner HP Color Laser M452dn/nw/M477dw black CF410A;Consumables;Consumables;6 Months Warranty (Bring-in);Toner HP Color Laser M452dn/nw/M477dw black CF410A;Consommables;Consommables;6 mois garantie retour atelier;Toner HP Color Laser M452dn/nw/M477dw black CF410A;Verbruikersartikelen;Verbruikersartikelen;6 Maanden garantie (bring in);RegularProduct;;
5770084;TN2220;4977766682862;Brother;46,99;46,99;0;0;0;0;20;FR;EUR;21;2020-01-28;100;G06;0;0;0;0;;;;0,86;;;;Toner Brother TN-2220 (2.600 Seiten) black;Verbrauchsmaterial;Verbrauchsmaterial;6 Monate Garantie (Bring-in);Toner Brother TN-2220 (2.600 Seiten) black;Consumables;Consumables;6 Months Warranty (Bring-in);Toner Brother TN-2220 (2.600 Seiten) black;Consommables;Consommables;6 mois garantie retour atelier;Toner Brother TN-2220 (2.600 Seiten) black;Verbruikersartikelen;Verbruikersartikelen;6 Maanden garantie (bring in);RegularProduct;;
2020332;FUPBEZELFIX2;;Intel;35;35;0;0;0;0;20;FR;EUR;5;;0;G36;0;0;0;0;;;;0,82;;;;Bezel BLACK für Intel P4304 Gehäuse;Speicheradapter;Adapter|Speicheradapter;Bring-In-Service 36 Mon.;Bezel BLACK für Intel P4304 Gehäuse;Storage Adapters;Adapters|Storage Adapters;36 Months Warranty (Bring-in);Bezel BLACK für Intel P4304 Gehäuse;Adaptateur(s) de stockage;Adaptateurs|Adaptateur(s) de stockage;36 mois garantie retour atelier;Bezel BLACK für Intel P4304 Gehäuse;Geheugenadapter;Adapter|Geheugenadapter;36 Maanden garantie (bring in);RegularProduct;;
2160088;D3417-B21;;Fujitsu Technology;147,9;147,9;0;0;0;0;20;FR;EUR;16;;0;G24;0;0;0;0;;;;0,68;;;2686106;FTS D3417-B21 S1151 C236/DDR4/M.2/24-7/µATX;Motherboards;Motherboards;Bring-In-Service 24 Mon.;FTS D3417-B21 S1151 C236/DDR4/M.2/24-7/µATX;Motherboards;Motherboards;24 Months Warranty (Bring-in);FTS D3417-B21 S1151 C236/DDR4/M.2/24-7/µATX;Cartes mères;Cartes mères;24 mois garantie retour atelier;FTS D3417-B21 S1151 C236/DDR4/M.2/24-7/µATX;Motherboards;Motherboards;24 Maanden garantie (bring in);RegularProduct;;
6465535;;;Securepoint;199,5;199,5;0;0;266,67;320;20;FR;EUR;0;;0;;0;0;0;0;;;;0;;;;Verl. Cluster RC100 für 25 Benutzer 1Y;Netzwerk;Garantieverlängerung|Netzwerk;;Verl. Cluster RC100 für 25 Benutzer 1Y;Networking;Warranty extension|Networking;;Verl. Cluster RC100 für 25 Benutzer 1Y;Réseau;Extension de garantie|Réseau;;Verl. Cluster RC100 für 25 Benutzer 1Y;Netwerk;Garantie uitbreiding|Netwerk;;RegularProduct;SECLIZ;Securepoint Lizenz mit Endkundendaten
2750026;ACFRE00030A;872767008939;Arctic Cooling;17,9;17,9;0;0;0;0;20;FR;EUR;71;;0;G24;0;0;0;0;;;;0,68;;;;Lüfter CPU Arctic Freezer 12 CO;Systemzubehör;Zubehör|Systemzubehör;Bring-In-Service 24 Mon.;Lüfter CPU Arctic Freezer 12 CO;System Accessories;Accessories|System Accessories;24 Months Warranty (Bring-in);Lüfter CPU Arctic Freezer 12 CO;Accessoires du système;Accessoires|Accessoires du système;24 mois garantie retour atelier;Lüfter CPU Arctic Freezer 12 CO;systeemtoebehoren;Toebehoren|systeemtoebehoren;24 Maanden garantie (bring in);RegularProduct;;
3810525;61501;4044144615016;Lancom;70;70;0;0;0;0;20;FR;EUR;43;;0;GH24;0;0;0;0;;;;1,96;;;;Lancom Zubehör 19" Rack Mount;Netzwerkzubehör;Zubehör|Netzwerkzubehör;24 Monate Garantie (Service/Retoure ü. Hersteller);Lancom Zubehör 19" Rack Mount;Network Accessories;Accessories|Network Accessories;;Lancom Zubehör 19" Rack Mount;Accessoires réseau;Accessoires|Accessoires réseau;24 mois garantie retour constructeur;Lancom Zubehör 19" Rack Mount;Netwerktoebehoren;Toebehoren|Netwerktoebehoren;;RegularProduct;;
7030420;;4039407054855;WORTMANN AG;1099;1099;0;0;0;0;20;FR;EUR;100;;0;;0;0;0;0;;;;0;;;;TERRA CLOUD MIaaS Host Enterprise Gen.3 CL[M];CLOUD_IAAS;CLOUD|CLOUD_IAAS;;TERRA CLOUD MIaaS Host Enterprise Gen.3 CL[M];CLOUD_IAAS;CLOUD|CLOUD_IAAS;;TERRA CLOUD MIaaS Host Enterprise Gen.3 CL[M];CLOUD_IAAS;CLOUD|CLOUD_IAAS;;TERRA CLOUD MIaaS Host Enterprise Gen.3 CL[M];CLOUD_IAAS;CLOUD|CLOUD_IAAS;;Info;WAGLIZMA;WORTMANN AG Lizenzen mit Adresse
6481283;312-02972;;Microsoft;917;917;0;0;1094,01;1312,81;20;FR;EUR;100;;0;;0;0;0;0;;;;0;;;6480930|6481284;MS OLP Exchange Svr Std Lic/SA GOV [NL];Anwendungen;Software|Anwendungen;;MS OLP Exchange Svr Std Lic/SA GOV [NL];Applications;Software|Applications;;MS OLP Exchange Svr Std Lic/SA GOV [NL];Applications;Logiciels|Applications;;MS OLP Exchange Svr Std Lic/SA GOV [NL];toepassingen;Software|toepassingen;;RegularProduct;MSOL;Microsoft Open License
6530085;T5D-03216;0889842336924;Microsoft;204;204;0;0;251,26;301,51;20;FR;EUR;100;;0;GH06;0;0;0;0;;;;0,05;;;;MS Office 2019 Home & Business [UK] PKC;Anwendungen;Software|Anwendungen;6 Monate Garantie (Service/Retoure ü. Hersteller);MS Office 2019 Home & Business [UK] PKC;Applications;Software|Applications;;MS Office 2019 Home & Business [UK] PKC;Applications;Logiciels|Applications;6 mois garantie retour constructeur;MS Office 2019 Home & Business [UK] PKC;toepassingen;Software|toepassingen;;RegularProduct;MSFPP;Microsoft Full Packaged Product
5300045;K0Q18A#B19;0889894068453;Hewlett Packard;627;627;0;0;0;0;20;FR;EUR;19;2020-01-31;16;GHV12;0;0;0;0;;;;27,2;;;3994385|3994387|5310059|5310060|5310064|5310066|5310067|5310069|5310070;HP LaserJet Enterprise M608 dn;Drucker;Drucker;12 Monate Garantie (Vor-Ort-Service d. Hersteller);HP LaserJet Enterprise M608 dn;Printers;Printers;;HP LaserJet Enterprise M608 dn;Imprimantes;Imprimantes;Garantie 12 mois sur site constructeur;HP LaserJet Enterprise M608 dn;Printer;Printer;;RegularProduct;;
3851068;CAMPACK8;4711174721801;Synology;269,9;269,9;0;0;0;0;20;FR;EUR;7;;0;G24;0;0;0;0;;;;0,01;;;;Synology NAS Kameralizenzpaket (8 Cams);Komponenten;Garantieverlängerung|Komponenten;Bring-In-Service 24 Mon.;Synology NAS Kameralizenzpaket (8 Cams);Components;Warranty extension|Components;24 Months Warranty (Bring-in);Synology NAS Kameralizenzpaket (8 Cams);Composants;Extension de garantie|Composants;24 mois garantie retour atelier;Synology NAS Kameralizenzpaket (8 Cams);Componenten;Garantie uitbreiding|Componenten;24 Maanden garantie (bring in);RegularProduct;;
6482284;810-04977;;Microsoft;3974,5;3974,5;0;0;4859,05;5830,86;20;FR;EUR;100;;0;;0;0;0;0;;;;0;;;;MS OLP SQL Svr EE SA [NL];Anwendungen;Software|Anwendungen;;MS OLP SQL Svr EE SA [NL];Applications;Software|Applications;;MS OLP SQL Svr EE SA [NL];Applications;Logiciels|Applications;;MS OLP SQL Svr EE SA [NL];toepassingen;Software|toepassingen;;RegularProduct;MSOL;Microsoft Open License
7001490;0DF87001-1J;;Microsoft;134,66;134,66;0;0;162;194,4;20;FR;EUR;100;;0;;0;0;0;0;;;;0;;;;TERRA CLOUD CSP MS PowerApps P2 f stud EDU [J];CLOUD_SAAS;CLOUD|CLOUD_SAAS;;TERRA CLOUD CSP MS PowerApps P2 f stud EDU [J];CLOUD_SAAS;CLOUD|CLOUD_SAAS;;TERRA CLOUD CSP MS PowerApps P2 f stud EDU [J];CLOUD_SAAS;CLOUD|CLOUD_SAAS;;TERRA CLOUD CSP MS PowerApps P2 f stud EDU [J];CLOUD_SAAS;CLOUD|CLOUD_SAAS;;Info;CSP;Microsoft Cloud Solution Provider
2190457;SSDPEKNW010T8X1;0735858381086;Intel;109,9;109,9;0;0;0;0;20;FR;EUR;0;;0;G60;0;0;0;0;;;;0;;;;SSD M.2 (2280) 1TB Intel 660P (PCIe/NVMe);Festplatten & SSD;HDD SSD DVD STR|Festplatten & SSD;Bring-In-Service 60 Mon.;SSD M.2 (2280) 1TB Intel 660P (PCIe/NVMe);Hard Drives;HDD SSD DVD STR|Hard Drives;60 Months Warranty (Bring-in);SSD M.2 (2280) 1TB Intel 660P (PCIe/NVMe);Disques durs et SSD;DD SSD DVD STR|Disques durs et SSD;60 mois garantie retour atelier;SSD M.2 (2280) 1TB Intel 660P (PCIe/NVMe);Harddisk & SSD;HDD SSD DVD STR|Harddisk & SSD;60 Maanden garantie (bring in);RegularProduct;;
2470151;HDWD130EZSTA;4051528202694;Toshiba;59,9;59,9;0;0;0;0;20;FR;EUR;100;2020-02-28;100;G24;0;0;0;0;;;;0;;;;Toshiba HD3.5" SATA3 3TB P300 High Perform Ret.;Festplatten & SSD;HDD SSD DVD STR|Festplatten & SSD;Bring-In-Service 24 Mon.;Toshiba HD3.5" SATA3 3TB P300 High Perform Ret.;Hard Drives;HDD SSD DVD STR|Hard Drives;24 Months Warranty (Bring-in);Toshiba HD3.5" SATA3 3TB P300 High Perform Ret.;Disques durs et SSD;DD SSD DVD STR|Disques durs et SSD;24 mois garantie retour atelier;Toshiba HD3.5" SATA3 3TB P300 High Perform Ret.;Harddisk & SSD;HDD SSD DVD STR|Harddisk & SSD;24 Maanden garantie (bring in);RegularProduct;;
3030157;3030157;;WORTMANN AG;99;99;0;0;0;0;20;FR;EUR;15;;0;G12;0;0;0;1;;;;0;;;;LCD 27" wide gebraucht (TFT 1920x1080);Monitore;Monitore;12 Monate Garantie (Bring-in);LCD 27" wide gebraucht (TFT 1920x1080);Monitors;Monitors;;LCD 27" wide gebraucht (TFT 1920x1080);Moniteurs;Moniteurs;Garantie 12 mois retour;LCD 27" wide gebraucht (TFT 1920x1080);Monitoren;Monitoren;;RegularProduct;;
5310647;CF410X;0888793807545;Hewlett Packard;108,61;108,61;0;0;0;0;20;FR;EUR;21;;0;G06;0;0;0;0;;;;1,05;;;;Toner HP Color Laser M452dn/nw/M477dw black CF410X;Verbrauchsmaterial;Verbrauchsmaterial;6 Monate Garantie (Bring-in);Toner HP Color Laser M452dn/nw/M477dw black CF410X;Consumables;Consumables;6 Months Warranty (Bring-in);Toner HP Color Laser M452dn/nw/M477dw black CF410X;Consommables;Consommables;6 mois garantie retour atelier;Toner HP Color Laser M452dn/nw/M477dw black CF410X;Verbruikersartikelen;Verbruikersartikelen;6 Maanden garantie (bring in);RegularProduct;;
6482075;54R-00141;;Microsoft;85,5;85,5;0;0;101,64;121,97;20;FR;EUR;100;;0;;0;0;0;0;;;;0;;;;MS OVS MSImgn Academy 1M EDU [E];Anwendungen;Software|Anwendungen;;MS OVS MSImgn Academy 1M EDU [E];Applications;Software|Applications;;MS OVS MSImgn Academy 1M EDU [E];Applications;Logiciels|Applications;;MS OVS MSImgn Academy 1M EDU [E];toepassingen;Software|toepassingen;;RegularProduct;MSOV;Microsoft Open Value
2031086;PC71169H05*12455;;Chenbro;29;29;0;0;0;0;20;FR;EUR;0;;0;;1;0;0;0;;;;4,2;;;2090211;Geh. Chenbro Slim Desktop PC71169 ohne Netzteil;Gehäuse;Gehäuse;;Geh. Chenbro Slim Desktop PC71169 ohne Netzteil;System Cabinets;System Cabinets;;Geh. Chenbro Slim Desktop PC71169 ohne Netzteil;Boîtiers;Boîtiers;;Geh. Chenbro Slim Desktop PC71169 ohne Netzteil;Behuizing;Behuizing;;RegularProduct;;
5770085;DR2200;4977766682923;Brother;53,25;53,25;0;0;0;0;20;FR;EUR;17;;0;G06;0;0;0;0;;;;0,7;;;;Trommel Brother DR-2200;Verbrauchsmaterial;Verbrauchsmaterial;6 Monate Garantie (Bring-in);Trommel Brother DR-2200;Consumables;Consumables;6 Months Warranty (Bring-in);Trommel Brother DR-2200;Consommables;Consommables;6 mois garantie retour atelier;Trommel Brother DR-2200;Verbruikersartikelen;Verbruikersartikelen;6 Maanden garantie (bring in);RegularProduct;;
2750030;ACFRE00057A;4895213701808;Arctic Cooling;22,5;22,5;0;0;0;0;20;FR;EUR;31;;0;G24;0;0;0;0;;;;0,83;;;;Lüfter CPU Arctic Freezer 34 eSports (weiß);Systemzubehör;Zubehör|Systemzubehör;Bring-In-Service 24 Mon.;Lüfter CPU Arctic Freezer 34 eSports (weiß);System Accessories;Accessories|System Accessories;24 Months Warranty (Bring-in);Lüfter CPU Arctic Freezer 34 eSports (weiß);Accessoires du système;Accessoires|Accessoires du système;24 mois garantie retour atelier;Lüfter CPU Arctic Freezer 34 eSports (weiß);systeemtoebehoren;Toebehoren|systeemtoebehoren;24 Maanden garantie (bring in);RegularProduct;;
2160089;D3598-B12;;Fujitsu Technology;279;279;0;0;0;0;20;FR;EUR;0;;0;G24;0;0;0;0;;;;0,68;;;;FTS D3598-B12 S2066 C422/DDR4/M.2/24-7/ATX;Motherboards;Motherboards;Bring-In-Service 24 Mon.;FTS D3598-B12 S2066 C422/DDR4/M.2/24-7/ATX;Motherboards;Motherboards;24 Months Warranty (Bring-in);FTS D3598-B12 S2066 C422/DDR4/M.2/24-7/ATX;Cartes mères;Cartes mères;24 mois garantie retour atelier;FTS D3598-B12 S2066 C422/DDR4/M.2/24-7/ATX;Motherboards;Motherboards;24 Maanden garantie (bring in);RegularProduct;;
6465536;;;Securepoint;299,5;299,5;0;0;399,17;479;20;FR;EUR;0;;0;;0;0;0;0;;;;0;;;;Verl. Cluster RC200 für 50 Benutzer 1Y;Netzwerk;Garantieverlängerung|Netzwerk;;Verl. Cluster RC200 für 50 Benutzer 1Y;Networking;Warranty extension|Networking;;Verl. Cluster RC200 für 50 Benutzer 1Y;Réseau;Extension de garantie|Réseau;;Verl. Cluster RC200 für 50 Benutzer 1Y;Netwerk;Garantie uitbreiding|Netwerk;;RegularProduct;SECLIZ;Securepoint Lizenz mit Endkundendaten
7030421;;4039407056293;WORTMANN AG;649;649;0;0;0;0;20;FR;EUR;100;;0;;0;0;0;0;;;;0;;;;TERRA CLOUD MIaaS Host Standard Gen.3 CL/LIN [M];CLOUD_IAAS;CLOUD|CLOUD_IAAS;;TERRA CLOUD MIaaS Host Standard Gen.3 CL/LIN [M];CLOUD_IAAS;CLOUD|CLOUD_IAAS;;TERRA CLOUD MIaaS Host Standard Gen.3 CL/LIN [M];CLOUD_IAAS;CLOUD|CLOUD_IAAS;;TERRA CLOUD MIaaS Host Standard Gen.3 CL/LIN [M];CLOUD_IAAS;CLOUD|CLOUD_IAAS;;Info;WAGLIZMA;WORTMANN AG Lizenzen mit Adresse
3810527;61624;4044144612121;Lancom;690;690;0;0;0;0;20;FR;EUR;1;;0;;1;0;1;1;;;;0,11;;;;Lancom Option Router Public Spot XL;Anwendungen;Software|Anwendungen;;Lancom Option Router Public Spot XL;Applications;Software|Applications;;Lancom Option Router Public Spot XL;Applications;Logiciels|Applications;;Lancom Option Router Public Spot XL;toepassingen;Software|toepassingen;;RegularProduct;;
6481284;381-02592;;Microsoft;112,5;112,5;0;0;133,81;160,57;20;FR;EUR;100;;0;;0;0;0;0;;;;0;;;;MS OLP Exchange Std U-CAL Lic/SA GOV [NL];Anwendungen;Software|Anwendungen;;MS OLP Exchange Std U-CAL Lic/SA GOV [NL];Applications;Software|Applications;;MS OLP Exchange Std U-CAL Lic/SA GOV [NL];Applications;Logiciels|Applications;;MS OLP Exchange Std U-CAL Lic/SA GOV [NL];toepassingen;Software|toepassingen;;RegularProduct;MSOL;Microsoft Open License
6530086;QQ2-00759;0889842329919;Microsoft;45,9;45,9;0;0;57,98;69,58;20;FR;EUR;100;2020-01-29;100;GH06;0;0;0;0;;;;0,05;;;;MS Office 365 Personal [DE] 1Y Subscr.P4;Anwendungen;Software|Anwendungen;6 Monate Garantie (Service/Retoure ü. Hersteller);MS Office 365 Personal [DE] 1Y Subscr.P4;Applications;Software|Applications;;MS Office 365 Personal [DE] 1Y Subscr.P4;Applications;Logiciels|Applications;6 mois garantie retour constructeur;MS Office 365 Personal [DE] 1Y Subscr.P4;toepassingen;Software|toepassingen;;RegularProduct;MSFPP;Microsoft Full Packaged Product
3853039;RAIL-C01;4712511121896;QNAP;39,9;39,9;0;0;0;0;20;FR;EUR;0;;0;G06;0;0;0;0;;;;1,42;;;;QNAP Rail Kit RAIL-C01;Speicheradapter;Adapter|Speicheradapter;6 Monate Garantie (Bring-in);QNAP Rail Kit RAIL-C01;Storage Adapters;Adapters|Storage Adapters;6 Months Warranty (Bring-in);QNAP Rail Kit RAIL-C01;Adaptateur(s) de stockage;Adaptateurs|Adaptateur(s) de stockage;6 mois garantie retour atelier;QNAP Rail Kit RAIL-C01;Geheugenadapter;Adapter|Geheugenadapter;6 Maanden garantie (bring in);RegularProduct;;
6482286;7JD-00001;;Microsoft;0;0;0;0;0;0;20;FR;EUR;100;;0;;0;0;0;0;;;;0;;;;MS OVS ProjectOnline Essentials Faculty 1M [E];Anwendungen;Software|Anwendungen;;MS OVS ProjectOnline Essentials Faculty 1M [E];Applications;Software|Applications;;MS OVS ProjectOnline Essentials Faculty 1M [E];Applications;Logiciels|Applications;;MS OVS ProjectOnline Essentials Faculty 1M [E];toepassingen;Software|toepassingen;;RegularProduct;MSOV;Microsoft Open Value
7001491;F0157581;;Microsoft;16,03;16,03;0;0;18,6;22,32;20;FR;EUR;100;;0;;0;0;0;0;;;;0;;;;TERRA CLOUD CSP MS PowerApps P2 f fac EDU [M];CLOUD_SAAS;CLOUD|CLOUD_SAAS;;TERRA CLOUD CSP MS PowerApps P2 f fac EDU [M];CLOUD_SAAS;CLOUD|CLOUD_SAAS;;TERRA CLOUD CSP MS PowerApps P2 f fac EDU [M];CLOUD_SAAS;CLOUD|CLOUD_SAAS;;TERRA CLOUD CSP MS PowerApps P2 f fac EDU [M];CLOUD_SAAS;CLOUD|CLOUD_SAAS;;Info;CSP;Microsoft Cloud Solution Provider
5300046;K0Q19A#B19;0889894068637;Hewlett Packard;832;832;0;0;0;0;20;FR;EUR;3;;0;GHV12;0;0;0;0;;;;33,8;;;3994385|3994387|5310059|5310060|5310064|5310066|5310067|5310069|5310070;HP LaserJet Enterprise M608 x;Drucker;Drucker;12 Monate Garantie (Vor-Ort-Service d. Hersteller);HP LaserJet Enterprise M608 x;Printers;Printers;;HP LaserJet Enterprise M608 x;Imprimantes;Imprimantes;Garantie 12 mois sur site constructeur;HP LaserJet Enterprise M608 x;Printer;Printer;;RegularProduct;;
4610175;20002713;4023125027130;AVM;44,7;44,7;0;0;49,58;59,5;20;FR;EUR;100;;0;G24;0;0;0;0;;;;0,5;;;4610005|4610016|4610040|4610041|4610043|4610109|4610111|4610112|4610133|4610150|4610185|4610186;AVM FRITZ!Box 4020;Bridges & Router;Netzwerk|Bridges & Router;Bring-In-Service 24 Mon.;AVM FRITZ!Box 4020;Bridges & Routers;Networking|Bridges & Routers;24 Months Warranty (Bring-in);AVM FRITZ!Box 4020;Passerelles & Routeurs;Réseau|Passerelles & Routeurs;24 mois garantie retour atelier;AVM FRITZ!Box 4020;Bridges & Router;Netwerk|Bridges & Router;24 Maanden garantie (bring in);RegularProduct;;
2190458;SSDPEKNW020T8X1;0735858381093;Intel;199;199;0;0;0;0;20;FR;EUR;0;;0;G60;0;0;0;0;;;;0;;;;SSD M.2 (2280) 2TB Intel 660P (PCIe/NVMe);Festplatten & SSD;HDD SSD DVD STR|Festplatten & SSD;Bring-In-Service 60 Mon.;SSD M.2 (2280) 2TB Intel 660P (PCIe/NVMe);Hard Drives;HDD SSD DVD STR|Hard Drives;60 Months Warranty (Bring-in);SSD M.2 (2280) 2TB Intel 660P (PCIe/NVMe);Disques durs et SSD;DD SSD DVD STR|Disques durs et SSD;60 mois garantie retour atelier;SSD M.2 (2280) 2TB Intel 660P (PCIe/NVMe);Harddisk & SSD;HDD SSD DVD STR|Harddisk & SSD;60 Maanden garantie (bring in);RegularProduct;;
2470153;ST3000DM007;0763649090855;Seagate;65,9;65,9;0;0;0;0;20;FR;EUR;0;;0;G24;0;0;0;0;;;;0;;;;Seagate HD3.5" SATA3 3TB ST3000DM007 / 5.4k (Di);Festplatten & SSD;HDD SSD DVD STR|Festplatten & SSD;Bring-In-Service 24 Mon.;Seagate HD3.5" SATA3 3TB ST3000DM007 / 5.4k (Di);Hard Drives;HDD SSD DVD STR|Hard Drives;24 Months Warranty (Bring-in);Seagate HD3.5" SATA3 3TB ST3000DM007 / 5.4k (Di);Disques durs et SSD;DD SSD DVD STR|Disques durs et SSD;24 mois garantie retour atelier;Seagate HD3.5" SATA3 3TB ST3000DM007 / 5.4k (Di);Harddisk & SSD;HDD SSD DVD STR|Harddisk & SSD;24 Maanden garantie (bring in);RegularProduct;;
5310648;CF411A;0888793807514;Hewlett Packard;82,07;82,07;0;0;0;0;20;FR;EUR;38;;0;G06;0;0;0;0;;;;0,92;;;;Toner HP Color Laser M452dn/nw/M477dw cyan CF411A;Verbrauchsmaterial;Verbrauchsmaterial;6 Monate Garantie (Bring-in);Toner HP Color Laser M452dn/nw/M477dw cyan CF411A;Consumables;Consumables;6 Months Warranty (Bring-in);Toner HP Color Laser M452dn/nw/M477dw cyan CF411A;Consommables;Consommables;6 mois garantie retour atelier;Toner HP Color Laser M452dn/nw/M477dw cyan CF411A;Verbruikersartikelen;Verbruikersartikelen;6 Maanden garantie (bring in);RegularProduct;;
6482080;MX3-00084;;Microsoft;2608;2608;0;0;3188,05;3825,66;20;FR;EUR;100;;0;;0;0;0;0;;;;0;;;;MS OVL Visual Studio EE wMSDN Lic/SA MPN 1Y1Y [NL];Anwendungen;Software|Anwendungen;;MS OVL Visual Studio EE wMSDN Lic/SA MPN 1Y1Y [NL];Applications;Software|Applications;;MS OVL Visual Studio EE wMSDN Lic/SA MPN 1Y1Y [NL];Applications;Logiciels|Applications;;MS OVL Visual Studio EE wMSDN Lic/SA MPN 1Y1Y [NL];toepassingen;Software|toepassingen;;RegularProduct;MSOV;Microsoft Open Value
3030171;TX22A011E0100;4710739592252;Neovo;489;489;0;0;590,83;709;20;FR;EUR;0;;0;GHV36;0;0;0;0;;;;9,69;;;;Neovo LCD/LED TX-22 Touch BLACK Glass+++;Monitore;Monitore;36 Monate Garantie (Vor-Ort-Service d. Hersteller);Neovo LCD/LED TX-22 Touch BLACK Glass+++;Monitors;Monitors;36 Months Warranty (On-Site via manufacturer);Neovo LCD/LED TX-22 Touch BLACK Glass+++;Moniteurs;Moniteurs;;Neovo LCD/LED TX-22 Touch BLACK Glass+++;Monitoren;Monitoren;;RegularProduct;;
